"filepath","start","end","scientific_name","common_name","confidence","lat","lon","week","overlap","sensitivity","min_conf","species_list","model"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_193800.WAV",42,45,"Turdus migratorius","American Robin",0.3237,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_193800.WAV",48,51,"Turdus migratorius","American Robin",0.6408,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_193800.WAV",51,54,"Turdus migratorius","American Robin",0.5758,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_193900.WAV",27,30,"Turdus migratorius","American Robin",0.6445,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194400.WAV",9,12,"Anas platyrhynchos","Mallard",0.4598,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194600.WAV",21,24,"Turdus migratorius","American Robin",0.2978,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194600.WAV",30,33,"Turdus migratorius","American Robin",0.8547,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194600.WAV",45,48,"Turdus migratorius","American Robin",0.3788,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194600.WAV",48,51,"Turdus migratorius","American Robin",0.2593,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194600.WAV",51,54,"Turdus migratorius","American Robin",0.3559,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",0,3,"Turdus migratorius","American Robin",0.2638,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",9,12,"Turdus migratorius","American Robin",0.4818,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",12,15,"Turdus migratorius","American Robin",0.2109,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",15,18,"Turdus migratorius","American Robin",0.3817,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",21,24,"Turdus migratorius","American Robin",0.2862,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",24,27,"Turdus migratorius","American Robin",0.4884,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",27,30,"Turdus migratorius","American Robin",0.351,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",30,33,"Turdus migratorius","American Robin",0.2685,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",33,36,"Turdus migratorius","American Robin",0.2266,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",42,45,"Turdus migratorius","American Robin",0.431,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",45,48,"Turdus migratorius","American Robin",0.3747,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194700.WAV",48,51,"Turdus migratorius","American Robin",0.293,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",3,6,"Turdus migratorius","American Robin",0.4779,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",6,9,"Turdus migratorius","American Robin",0.6581,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",9,12,"Turdus migratorius","American Robin",0.4378,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",12,15,"Turdus migratorius","American Robin",0.2994,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",15,18,"Turdus migratorius","American Robin",0.3633,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",21,24,"Turdus migratorius","American Robin",0.2127,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",24,27,"Turdus migratorius","American Robin",0.3638,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",30,33,"Turdus migratorius","American Robin",0.211,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",33,36,"Turdus migratorius","American Robin",0.4409,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",36,39,"Turdus migratorius","American Robin",0.2858,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194800.WAV",39,42,"Turdus migratorius","American Robin",0.3254,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",3,6,"Turdus migratorius","American Robin",0.3947,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",6,9,"Turdus migratorius","American Robin",0.374,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",9,12,"Turdus migratorius","American Robin",0.3468,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",12,15,"Turdus migratorius","American Robin",0.6529,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",15,18,"Turdus migratorius","American Robin",0.2329,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",18,21,"Turdus migratorius","American Robin",0.2276,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",21,24,"Turdus migratorius","American Robin",0.4534,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",27,30,"Turdus migratorius","American Robin",0.2355,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",36,39,"Turdus migratorius","American Robin",0.2499,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",39,42,"Turdus migratorius","American Robin",0.2855,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",48,51,"Turdus migratorius","American Robin",0.2731,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_194900.WAV",51,54,"Turdus migratorius","American Robin",0.4392,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",0,3,"Turdus migratorius","American Robin",0.3491,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",9,12,"Turdus migratorius","American Robin",0.2245,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",12,15,"Turdus migratorius","American Robin",0.2837,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",15,18,"Turdus migratorius","American Robin",0.3472,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",18,21,"Turdus migratorius","American Robin",0.3707,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",21,24,"Turdus migratorius","American Robin",0.2866,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",27,30,"Turdus migratorius","American Robin",0.298,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",39,42,"Turdus migratorius","American Robin",0.3664,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",42,45,"Turdus migratorius","American Robin",0.2922,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",45,48,"Turdus migratorius","American Robin",0.4307,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195000.WAV",51,54,"Turdus migratorius","American Robin",0.3156,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",0,3,"Turdus migratorius","American Robin",0.2254,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",6,9,"Turdus migratorius","American Robin",0.4277,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",15,18,"Turdus migratorius","American Robin",0.6717,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",18,21,"Turdus migratorius","American Robin",0.605,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",24,27,"Turdus migratorius","American Robin",0.2725,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",27,30,"Turdus migratorius","American Robin",0.3967,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",30,33,"Turdus migratorius","American Robin",0.2211,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",39,42,"Turdus migratorius","American Robin",0.3363,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195100.WAV",48,51,"Turdus migratorius","American Robin",0.2167,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195200.WAV",0,3,"Turdus migratorius","American Robin",0.6989,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195200.WAV",3,6,"Turdus migratorius","American Robin",0.2882,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195200.WAV",6,9,"Turdus migratorius","American Robin",0.4028,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195200.WAV",9,12,"Turdus migratorius","American Robin",0.4488,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195200.WAV",12,15,"Turdus migratorius","American Robin",0.4333,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195300.WAV",39,42,"Branta canadensis","Canada Goose",0.8138,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195300.WAV",42,45,"Branta canadensis","Canada Goose",0.5802,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195300.WAV",45,48,"Branta canadensis","Canada Goose",0.793,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195300.WAV",51,54,"Branta canadensis","Canada Goose",0.3609,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195500.WAV",6,9,"Branta canadensis","Canada Goose",0.3354,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195500.WAV",48,51,"Branta canadensis","Canada Goose",0.5022,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195500.WAV",51,54,"Branta canadensis","Canada Goose",0.4297,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195600.WAV",9,12,"Branta canadensis","Canada Goose",0.2886,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195600.WAV",15,18,"Branta canadensis","Canada Goose",0.6412,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240331_195600.WAV",18,21,"Branta canadensis","Canada Goose",0.4164,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060300.WAV",0,3,"Regulus satrapa","Golden-crowned Kinglet",0.438,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060400.WAV",33,36,"Turdus migratorius","American Robin",0.5917,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060500.WAV",0,3,"Turdus migratorius","American Robin",0.254,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060500.WAV",3,6,"Turdus migratorius","American Robin",0.3809,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060500.WAV",9,12,"Turdus migratorius","American Robin",0.2608,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060500.WAV",12,15,"Turdus migratorius","American Robin",0.529,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/20240401_060500.WAV",21,24,"Turdus migratorius","American Robin",0.291,-1,-1,-1,0,1,0.2,"/Volumes/NoCo Audio/Eclipse 2024/A002_SD013/NENHC output/species_list.txt","BirdNET_GLOBAL_6K_V2.4_Model_FP32.tflite"
